"Faculty","Year","Publication"
"Regalla",2019,"T Finley, K Morell, L Leonard, C Regalla, ST Johnston, W Zhang. 2019. Ongoing oroclinal bending in the Cascadia forearc and its relation to concave-outboard plate margin geometry, Geology 47 (2), 155-158."
"Regalla",2019,"C Regalla, P Bierman, DH Rood. 2019. Meteoric 10Be Reveals a Young, Active Accretionary Prism and Structurally Complex Décollement in the Vicinity of the 2011 Tohoku Earthquake Rupture, Geochemistry, Geophysics, Geosystems 20 (11), 4956-4971."
"Reid",2019,"MR Reid, JR Delph, MA Cosca, WK Schleiffarth, GG Kuşcu. 2019. Melt equilibration depths as sensors of lithospheric thickness during Eurasia-Arabia collision and the uplift of the Anatolian Plateau, Geology 47 (10), 943-947."
"Reid",2019,"CR Tierney, MR Reid, JA Vazquez, CA Chesner. 2019. Diverse late-stage crystallization and storage conditions in melt domains from the Youngest Toba Tuff revealed by age and compositional heterogeneity in the last increment of …, Contributions to Mineralogy and Petrology 174, 1-21."
"Routson",2019,"CC Routson, NP McKay, DS Kaufman, MP Erb, H Goosse, BN Shuman, et al.. 2019. Mid-latitude net precipitation decreased with Arctic warming during the Holocene, Nature 568 (7750), 83-87."
"Routson",2019,"CC Routson, SH Arcusa, NP McKay, JT Overpeck. 2019. A 4,500‐year‐long record of southern Rocky Mountain dust deposition, Geophysical Research Letters 46 (14), 8281-8288."
"Routson",2019,"E Broadman, LL Thurston, E Schiefer, NP McKay, D Fortin, J Geck, et al.. 2019. An Arctic watershed observatory at Lake Peters, Alaska: weather–glacier–river–lake system data for 2015–2018, Earth System Science Data 11 (4), 1957-1970."
"Routson",2019,"C Wiman, N McKay, C Routson, S Arcusa, SE Munoz. 2019. Late Holocene spring snowfall and hydroclimate variability inferred from varved sediments, Columbine Lake, Colorado, AGUFM 2019, PP42B-04."
"Routson",2019,"H Kilbourne, Z Yu, R Neukom, D Nash, J Gergis, EJ Steig, Q Ge, et al.. 2019. Loading instructions, (No Title) ."
"Rowe",2019,"TA Sprague, HI Rowe, R Lipfert, SC Sprague, KCB Weiss, G Paine, et al.. 2019. Preserving the Connection: Habitat Connectivity in Scottsdale's Mcdowell Sonoran Preserve, American Fisheries Society & The Wildlife Society 2019 Joint Annual Conference."
"Sample",2019,"GF Moore, LT Aung, R Fukuchi, JC Sample, E Hellebrand, A Kopf, et al.. 2019. Tectonic, diapiric and sedimentary chaotic rocks of the Rakhine coast, western Myanmar, Gondwana Research 74, 126-143."
"Sanford",2019,"M Sample, CE Aslan, N Policelli, RL Sanford, E Nielsen, MA Nuñez. 2019. Increase in nonnative understorey vegetation cover after nonnative conifer removal and passive restoration, Austral Ecology 44 (8), 1384-1397."
"Sankey",2019,"K Elkind, TT Sankey, SM Munson, CE Aslan. 2019. Invasive buffelgrass detection using high‐resolution satellite and UAV imagery on Google Earth Engine, Remote Sensing in Ecology and Conservation 5 (4), 318-331."
"Sankey",2019,"A Kasprak, ND Bransky, JB Sankey, J Caster, TT Sankey. 2019. The effects of topographic surveying technique and data resolution on the detection and interpretation of geomorphic change, Geomorphology 333, 1-15."
"Sankey",2019,"TT Sankey, JM Leonard, MM Moore. 2019. Unmanned aerial vehicle− Based rangeland monitoring: examining a century of vegetation changes, Rangeland Ecology & Management 72 (5), 858-863."
"Sankey",2019,"R Lima, D Buscombe, T Sankey, P Grams, E Mueller. 2019. Using oblique imagery to measure hypsometric changes in sandbar volume following controlled floods in the Grand Canyon, SEDHYD 2019 Conference 5."
"Sankey",2019,"M Lima, Buscombe, Sankey, Grams. 2019. Using oblique imagery to measure hypsometric changes in sandbar volume following controlled floods in the Grand Canyon, the 4th Joint Federal Interagency Conference on Sedimentation and Hydrologic …."
"Shillington",2019,"G Lymer, DJF Cresswell, TJ Reston, JM Bull, DS Sawyer, JK Morgan, et al.. 2019. 3D development of detachment faulting during continental breakup, Earth and Planetary Science Letters 515, 90-99."
"Shillington",2019,"LC McNeill, DJ Shillington, GDO Carter, JD Everest, RL Gawthorpe, et al.. 2019. High-resolution record reveals climate-driven environmental and sedimentary changes in an active rift, Scientific Reports 9 (1), 3116."
"Shillington",2019,"CJ Ebinger, SJ Oliva, TQ Pham, K Peterson, P Chindandali, et al.. 2019. Kinematics of active deformation in the Malawi rift and Rungwe Volcanic Province, Africa, Geochemistry, Geophysics, Geosystems 20 (8), 3928-3951."
"Shillington",2019,"JB Gaherty, W Zheng, DJ Shillington, ME Pritchard, ST Henderson, et al.. 2019. Faulting processes during early-stage rifting: Seismic and geodetic analysis of the 2009–2010 Northern Malawi earthquake sequence, Geophysical Journal International 217 (3), 1767-1782."
"Shillington",2019,"RE Marzen, DJ Shillington, D Lizarralde, SH Harder. 2019. Constraints on Appalachian orogenesis and continental rifting in the southeastern United States from wide‐angle seismic data, Journal of Geophysical Research: Solid Earth 124 (7), 6625-6652."
"Shillington",2019,"JC Hill, DS Brothers, MJ Hornbach, DE Sawyer, DJ Shillington, A Bécel. 2019. Subsurface controls on the development of the Cape Fear Slide Complex, central US Atlantic Margin, Geological Society, London, Special Publications 477 (1), 169-181."
"Shillington",2019,"LC McNeill, DJ Shillington, GDO Carter, JD Everest, E Le Ber, RE Collier, et al.. 2019. Expedition 381 summary, Proceedings of the International Ocean Discovery Program ."
"Shillington",2019,"DJ Shillington, LC McNeill, GDO Carter. 2019. Expedition 381 preliminary report: Corinth active rift development, International Ocean Discovery Program ."
"Sisk",2019,"S Souther, M Loeser, TE Crews, T Sisk. 2019. Complex response of vegetation to grazing suggests need for coordinated, landscape-level approaches to grazing management, Global Ecology and Conservation 20, e00770."
"Smith",2019,"AP Hammond, AR Carroll, EC Parrish, ME Smith, TK Lowenstein. 2019. The Aspen paleoriver: Linking Eocene magmatism to the world’s largest Na-carbonate evaporite (Wyoming, USA), Geology 47 (11), 1020-1024."
"Smith",2019,"AS Canada, EJ Cassel, AJ McGrew, ME Smith, DF Stockli, KA Foland, et al.. 2019. Eocene exhumation and extensional basin formation in the Copper Mountains, Nevada, USA, Geosphere 15, 1-21."
"Souther",2019,"S Souther, M Loeser, TE Crews, T Sisk. 2019. Complex response of vegetation to grazing suggests need for coordinated, landscape-level approaches to grazing management, Global Ecology and Conservation 20, e00770."
"Souther",2019,"N Fetcher, J McGraw, S Souther. 2019. Light-saturated photosynthetic rate, dark respiration, stomatal conductance and ratio of internal to external carbon dioxide concentration from the 1980-82 Eriophorum vaginatum …, Environmental Data Initiative ."
"Springer",2019,"JM Mueller, AB Soder, AE Springer. 2019. Valuing attributes of forest restoration in a semi-arid watershed, Landscape and Urban Planning 184, 78-87."
"Springer",2019,"NA Jones, J Hansen, AE Springer, C Valle, BW Tobin. 2019. Modeling intrinsic vulnerability of complex karst aquifers: modifying the COP method to account for sinkhole density and fault location, Hydrogeology Journal 27 (8), 2857-2868."
"Springer",2019,"KG Nielson, KM Gill, AE Springer, JD Ledbetter, LE Stevens, SB Rood. 2019. Springs ecosystems: vulnerable ecological islands where environmental conditions, life history traits, and human disturbance facilitate non-native plant invasions, Biological Invasions 21, 2963-2981."
"Springer",2019,"X Zhao, D Du, J Xiong, A Springer, SRM Lopez, B Winkler, K Hubler. 2019. The impact of forest restoration on agriculture in the Verde River watershed, Arizona, USA, Forest Policy and Economics 109, 101999."
"Stuart",2019,"D Stuart, R Gunderson, B Petersen. 2019. Climate change and the Polanyian counter-movement: Carbon markets or degrowth?, New political economy 24 (1), 89-102."
"Stuart",2019,"B Petersen, D Stuart, R Gunderson. 2019. Reconceptualizing climate change denial, Human ecology review 25 (2), 117-142."
"Stuart",2019,"R Gunderson, D Stuart, B Petersen. 2019. The political economy of geoengineering as plan B: Technological rationality, moral hazard, and new technology, New Political Economy 24 (5), 696-715."
"Stuart",2019,"M Houser, ST Marquart-Pyatt, RCH Denny, A Reimer, D Stuart. 2019. Farmers, information, and nutrient management in the US Midwest, Journal of Soil and Water Conservation 74 (3), 269-280."
"Stuart",2019,"E Douglass-Gallagher, D Stuart. 2019. Crop growers’ adaptive capacity to climate change: A situated study of agriculture in Arizona’s Verde Valley, Environmental management 63, 94-109."
"Stuart",2019,"M Houser, R Gunderson, D Stuart. 2019. Farmers’ perceptions of climate change in context: Toward a political economy of relevance, Sociologia Ruralis 59 (4), 789-809."
"Stuart",2019,"D Stuart, JB Rizzolo. 2019. Conservation biologists and the representation of at-risk species: Navigating ethical tensions in an evolving discipline, Journal of Agricultural and Environmental Ethics 32, 219-238."
"Umhoefer",2019,"M DARIN, P UMHOEFER. 2019. Structure and kinematic evolution of the southern Sivas fold-thrust belt, Sivas Basin, Central Anatolia, Turkey, Turkish Journal of Earth Sciences 28 (6), 834-859."
"Umhoefer",2019,"B Demircan. 2019. Sedimentology and Provenance of an Alluvial Fan Progradation, Middle Thumb Member, Horse Spring Formation, Western Lake Mead, Nevada, Northern Arizona University ."
"Wasylenki",2019,"SJ Wang, RL Rudnick, RM Gaschnig, H Wang, LE Wasylenki. 2019. Methanogenesis sustained by sulfide weathering during the Great Oxidation Event, Nature Geoscience 12 (4), 296-300."
"Aslan",2018,"B Petersen, C Aslan, D Stuart, P Beier. 2018. Incorporating social and ecological adaptive capacity into vulnerability assessments and management decisions for biodiversity conservation, BioScience 68 (5), 371-380."
"Aslan",2018,"CE Aslan, B Petersen, AB Shiels, W Haines, CT Liang. 2018. Operationalizing resilience for conservation objectives: the 4S's, Restoration Ecology 26 (6), 1032-1038."
"Aslan",2018,"CE Aslan, L Samberg, BG Dickson, ME Gray. 2018. Management thresholds stemming from altered fire dynamics in present-day arid and semi-arid environments, Journal of environmental management 227, 87-94."
"Aslan",2018,"E Zavaleta, C Aslan, W Palen, T Sisk, ME Ryan, BG Dickson. 2018. Expanding career pathways in conservation science, Conservation Biology 32 (1), 246-248."
"Aslan",2018,"CE Aslan, CT Liang, AB Shiels, W Haines. 2018. Absence of native flower visitors for the endangered Hawaiian mint Stenogyne angustifolia: Impending ecological extinction?, Global Ecology and Conservation 16, e00468."
"Best",2018,"OK Rhoades, RJ Best, JJ Stachowicz. 2018. Assessing Feeding Preferences of a Consumer Guild: Partitioning Variation Among versus Within Species, The American Naturalist 192 (3), 287-300."
"Best",2018,"B Matthews, RJ Best, PGD Feulner, A Narwani, R Limberger. 2018. Evolution as an ecosystem process: insights from genomics, Genome 61 (4), 298-309."
"Dickson",2018,"JJ Wynne, S Sommer, FG Howarth, BG Dickson, KD Voyles. 2018. Capturing arthropod diversity in complex cave systems, Diversity and Distributions 24 (10), 1478-1491."
"Dickson",2018,"ME Gray, LJ Zachmann, BG Dickson. 2018. A weekly, continually updated dataset of the probability of large wildfires across western US forests and woodlands, Earth System Science Data 10 (3), 1715-1727."
"Dickson",2018,"CE Aslan, L Samberg, BG Dickson, ME Gray. 2018. Management thresholds stemming from altered fire dynamics in present-day arid and semi-arid environments, Journal of Environmental Management 227, 87-94."
"Dickson",2018,"LJ Zachmann, DWH Shaw, BG Dickson. 2018. Prescribed fire and natural recovery produce similar long-term patterns of change in forest structure in the Lake Tahoe basin, California, Forest Ecology and Management 409, 276-287."
"Erb",2018,"NP McKay, DS Kaufman, CC Routson, MP Erb, PD Zander. 2018. The onset and rate of Holocene Neoglacial cooling in the Arctic, Geophysical Research Letters 45 (22), 12,487-12,496."
"Erb",2018,"JHC Bosmans, MP Erb, AM Dolan, SS Drijfhout, E Tuenter, FJ Hilgen, et al.. 2018. Response of the Asian summer monsoons to idealized precession and obliquity forcing in a set of GCMs, Quaternary Science Reviews 188, 121-135."
"Erb",2018,"CR Tabor, BL Otto‐Bliesner, EC Brady, J Nusbaumer, J Zhu, MP Erb, et al.. 2018. Interpreting precession driven δ18O variability in the South Asian monsoon region, Journal of Geophysical Research: Atmospheres ."
"Erb",2018,"MP Erb, CS Jackson, AJ Broccoli, DW Lea, PJ Valdes, M Crucifix, et al.. 2018. Model evidence for a seasonal bias in Antarctic ice cores, Nature communications 9 (1), 1361."
"Erb",2018,"CR Tabor, BL Otto‐bliesner, EC Brady, J Nusbaumer, J Zhu, MP Erb, et al.. 2018. Interpreting Precessionâ Driven Î´ 18O Variability in the South Asian Monsoon Region, US Government Printing Office ."
"Huntzinger",2018,"K Huang, J Xia, Y Wang, A Ahlström, J Chen, RB Cook, E Cui, Y Fang, et al.. 2018. Enhanced peak growth of global vegetation and its key mechanisms, Nature ecology & evolution 2 (12), 1897-1905."
"Huntzinger",2018,"SJ Jeong, AA Bloom, D Schimel, C Sweeney, NC Parazoo, D Medvigy, et al.. 2018. Accelerating rates of Arctic carbon cycling revealed by long-term atmospheric CO2 measurements, Science advances 4 (7), eaao1167."
"Huntzinger",2018,"JB Fisher, DJ Hayes, CR Schwalm, DN Huntzinger, E Stofferahn, et al.. 2018. Missing pieces to modeling the Arctic-Boreal puzzle, Environmental Research Letters 13 (2), 020202."
"Huntzinger",2018,"YP Shiga, AM Michalak, Y Fang, K Schaefer, AE Andrews, DH Huntzinger, et al.. 2018. Forests dominate the interannual variability of the North American carbon sink, Environmental Research Letters 13 (8), 084015."
"Huntzinger",2018,"S Zhou, J Liang, X Lu, Q Li, L Jiang, Y Zhang, CR Schwalm, JB Fisher, et al.. 2018. Sources of uncertainty in modeled land carbon storage within and across three MIPs: Diagnosis with three new techniques, Journal of Climate 31 (7), 2833-2851."
"Huntzinger",2018,"DN Huntzinger, A Chatterjee, DJP Moore, S Ohrel, TO West, B Poulter, et al.. 2018. Chapter 19: Future of the North American carbon cycle, Second State of the Carbon Cycle Report (SOCCR R2): a sustained assessment …."
"Huntzinger",2018,"A Chatterjee, DN Huntzinger. 2018. Future of the North American Carbon Cycle, State of the Carbon Cycle Report (SOCCR R2): A Sustained Assessment Report."
"Kaufman",2018,"NP McKay, DS Kaufman, CC Routson, MP Erb, PD Zander. 2018. The onset and rate of Holocene Neoglacial cooling in the Arctic, Geophysical Research Letters 45 (22), 12,487-12,496."
"Kaufman",2018,"HL Bailey, DS Kaufman, HJ Sloane, AL Hubbard, ACG Henderson, et al.. 2018. Holocene atmospheric circulation in the central North Pacific: A new terrestrial diatom and δ18O dataset from the Aleutian Islands, Quaternary Science Reviews 194, 27-38."
"Kaufman",2018,"A Tomašových, I Gallmetzer, A Haselmair, DS Kaufman, M Kralj, D Cassin, et al.. 2018. Tracing the effects of eutrophication on molluscan communities in sediment cores: outbreaks of an opportunistic species coincide with reduced bioturbation and high frequency of …, Paleobiology 44 (4), 575-602."
"Kaufman",2018,"J Camuera, G Jiménez-Moreno, MJ Ramos-Román, A García-Alix, et al.. 2018. Orbital-scale environmental and climatic changes recorded in a new∼ 200,000-year-long multiproxy sedimentary record from Padul, southern Iberian Peninsula, Quaternary Science Reviews 198, 91-114."
